,SS3_MAF_Leo171129_p2_S18,SS3_MAF_Leo171129_p2_S2,SS3_MAF_Leo171129_p2_S45,SS3_MAF_Leo171129_p2_S67,SS3_MAF_Leo171129_p2_S78,SS3_MAF_Leo171129_p2_S80,SS3_MAF_Leo171129_p2_S86,SS3_MAF_Leo171129_p2_S93,SS3_MAF_leo180223_p6_A02_S2,SS3_MAF_leo180223_p6_B03_S15,SS3_MAF_leo180223_p6_D01_S37,SS3_MAF_leo180223_p6_C06_S30,SS3_MAF_leo180223_p6_D04_S40,SS3_MAF_leo180223_p6_E05_S53,SS3_MAF_leo180223_p6_G11_S83,SS3_MAF_leo180223_p4_S101,SS3_MAF_leo180223_p6_H10_S94,SS3_MAF_leo180223_p4_S111,SS3_MAF_leo180223_p4_S123,SS3_MAF_leo180223_p4_S137,SS3_MAF_leo180223_p4_S146,SS3_MAF_leo180223_p4_S154,SS3_MAF_leo180223_p4_S161,SS3_MAF_leo180223_p4_S166,SS3_MAF_leo180223_p4_S171,SS3_MAF_leo180223_p4_S177,SS3_MAF_leo180223_p4_S178,SS3_MAF_leo180223_p4_S186
Mbd5,1.0,0.0,0.0,9.0,6.0,0.0,2.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
Mbd6,0.0,0.0,0.0,3.0,0.0,,,0.0,0.0,1.0,,0.0,1.0,2.0,1.0,,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0
Mbip,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
Mblac1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Mblac2,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mbnl1,10.0,,5.0,,,7.0,,,8.0,0.0,3.0,3.0,9.0,4.0,0.0,,3.0,4.0,1.0,2.0,1.0,0.0,0.0,2.0,4.0,1.0,3.0,
Mbnl2,16.0,13.0,17.0,8.0,28.0,14.0,6.0,19.0,38.0,7.0,10.0,3.0,8.0,14.0,3.0,11.0,6.0,1.0,8.0,4.0,3.0,4.0,26.0,10.0,19.0,11.0,6.0,12.0
Mboat1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,
Mboat7,4.0,2.0,2.0,2.0,8.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,2.0,3.0,5.0,0.0,1.0
Mbp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Mbtd1,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
Mbtps1,4.0,6.0,2.0,4.0,2.0,4.0,2.0,3.0,1.0,1.0,3.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,1.0,0.0,,4.0,1.0,4.0,7.0,0.0,0.0,3.0
Mbtps2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Mcam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mcat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
Mcc,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Mccc1,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,,3.0,0.0,1.0,1.0
Mccc2,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Mcee,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
Mcf2l,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
Mcfd2,23.0,5.0,7.0,12.0,8.0,21.0,48.0,8.0,8.0,5.0,10.0,10.0,11.0,5.0,2.0,7.0,14.0,6.0,2.0,3.0,3.0,17.0,5.0,9.0,9.0,6.0,18.0,16.0
Mcl1,,4.0,1.0,9.0,6.0,4.0,,4.0,0.0,6.0,0.0,0.0,2.0,,2.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,,1.0,,2.0,0.0,3.0
Mcm10,6.0,1.0,0.0,3.0,3.0,0.0,1.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0
Mcm2,8.0,1.0,6.0,5.0,8.0,6.0,1.0,6.0,5.0,7.0,8.0,3.0,6.0,3.0,3.0,1.0,8.0,0.0,12.0,7.0,2.0,9.0,3.0,4.0,5.0,5.0,6.0,7.0
Mcm3,6.0,6.0,13.0,6.0,15.0,12.0,4.0,0.0,5.0,13.0,5.0,8.0,6.0,4.0,7.0,6.0,5.0,2.0,6.0,3.0,5.0,5.0,3.0,4.0,8.0,6.0,13.0,10.0
Mcm3ap,2.0,3.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,6.0,2.0,0.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,,4.0,1.0,1.0,1.0,1.0,0.0,2.0
Mcm4,7.0,7.0,7.0,13.0,11.0,6.0,5.0,3.0,10.0,12.0,10.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,9.0,1.0,4.0,4.0,6.0,8.0,1.0,10.0,7.0
Mcm5,8.0,7.0,8.0,6.0,0.0,2.0,10.0,20.0,2.0,14.0,3.0,10.0,6.0,4.0,5.0,7.0,4.0,2.0,4.0,4.0,1.0,4.0,7.0,1.0,10.0,9.0,7.0,4.0
Mcm7,1.0,3.0,3.0,8.0,4.0,1.0,21.0,12.0,3.0,9.0,14.0,6.0,6.0,1.0,4.0,4.0,2.0,0.0,2.0,4.0,2.0,2.0,3.0,7.0,7.0,0.0,7.0,2.0
Mcm8,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Mcm9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mcmbp,11.0,1.0,2.0,5.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,8.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,6.0,2.0,2.0,1.0
Mcoln1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,5.0,6.0,6.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,,3.0,1.0,1.0,1.0,4.0,1.0,2.0,0.0
Mcoln2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mcph1,5.0,0.0,5.0,2.0,4.0,0.0,2.0,0.0,1.0,4.0,6.0,0.0,5.0,3.0,4.0,1.0,2.0,0.0,3.0,3.0,0.0,1.0,1.0,4.0,1.0,4.0,4.0,0.0
Mcpt8,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,17.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Mcrs1,2.0,,0.0,0.0,3.0,1.0,0.0,4.0,0.0,2.0,1.0,4.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,8.0,0.0
Mctp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mdc1,,0.0,2.0,,,0.0,1.0,,,,2.0,0.0,,,7.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,
Mdfi,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
Mdfic,1.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Mdga1,0.0,,0.0,,,,5.0,0.0,,3.0,1.0,1.0,0.0,0.0,8.0,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0
Mdh1,49.0,5.0,20.0,7.0,8.0,2.0,21.0,7.0,16.0,4.0,15.0,6.0,11.0,13.0,1.0,8.0,7.0,3.0,2.0,9.0,1.0,4.0,7.0,1.0,10.0,3.0,9.0,4.0
Mdh2,13.0,14.0,15.0,12.0,16.0,11.0,14.0,27.0,31.0,27.0,33.0,13.0,18.0,12.0,21.0,14.0,14.0,13.0,22.0,14.0,18.0,17.0,35.0,11.0,23.0,17.0,18.0,23.0
Mdk,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mdm1,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
Mdm2,0.0,,0.0,28.0,0.0,0.0,,3.0,1.0,2.0,37.0,0.0,8.0,2.0,5.0,8.0,0.0,16.0,6.0,3.0,0.0,14.0,1.0,12.0,,,2.0,12.0
Mdm4,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
Mdn1,2.0,0.0,8.0,0.0,2.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,2.0,,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,6.0,2.0,0.0,4.0
Mdp1,5.0,2.0,2.0,1.0,2.0,1.0,7.0,0.0,6.0,0.0,5.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,6.0,4.0,3.0,0.0
Me1,0.0,,4.0,10.0,1.0,0.0,0.0,7.0,1.0,0.0,4.0,2.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,2.0
Me2,11.0,1.0,2.0,11.0,2.0,4.0,10.0,6.0,1.0,6.0,3.0,7.0,4.0,3.0,0.0,1.0,1.0,1.0,3.0,10.0,1.0,6.0,7.0,1.0,5.0,5.0,4.0,3.0
Me3,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Mea1,11.0,4.0,7.0,3.0,12.0,4.0,6.0,0.0,8.0,11.0,3.0,4.0,3.0,1.0,4.0,1.0,7.0,2.0,7.0,6.0,3.0,8.0,8.0,6.0,6.0,6.0,9.0,1.0
Meaf6,,2.0,,0.0,,0.0,,6.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,1.0,0.0,0.0,2.0,,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0
Mecom,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mecp2,,,0.0,,,0.0,,0.0,3.0,0.0,,,0.0,1.0,2.0,0.0,0.0,,,0.0,0.0,0.0,,1.0,1.0,,0.0,5.0
Mecr,4.0,0.0,1.0,3.0,5.0,0.0,,0.0,1.0,0.0,0.0,1.0,5.0,1.0,2.0,2.0,0.0,,1.0,5.0,0.0,0.0,,0.0,0.0,4.0,1.0,5.0
Med1,1.0,1.0,0.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Med11,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Med12,,0.0,6.0,,0.0,0.0,,0.0,2.0,0.0,0.0,4.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Med13,0.0,0.0,1.0,,0.0,1.0,,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,,0.0,3.0
Med13l,,,1.0,3.0,1.0,0.0,,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,1.0
Med14,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,2.0
Med15,9.0,10.0,0.0,0.0,0.0,7.0,3.0,17.0,4.0,8.0,7.0,10.0,7.0,6.0,4.0,3.0,2.0,2.0,4.0,2.0,,2.0,6.0,5.0,9.0,9.0,5.0,2.0
Med16,,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,4.0,0.0,3.0,0.0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0
Med17,,,0.0,,0.0,2.0,0.0,0.0,,,0.0,,6.0,2.0,,,1.0,,4.0,0.0,,0.0,,0.0,3.0,,6.0,2.0
Med18,0.0,,1.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,6.0,1.0,4.0,0.0
Med20,1.0,2.0,2.0,8.0,,0.0,,0.0,1.0,8.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0
Med21,,0.0,4.0,6.0,5.0,3.0,0.0,2.0,6.0,1.0,1.0,1.0,8.0,1.0,0.0,,0.0,0.0,7.0,1.0,0.0,13.0,0.0,4.0,4.0,4.0,4.0,6.0
Med22,2.0,,1.0,2.0,0.0,1.0,2.0,0.0,2.0,8.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,7.0,2.0,,2.0,0.0,1.0,5.0,1.0,1.0,2.0
Med23,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0
Med24,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Med25,4.0,0.0,2.0,3.0,4.0,6.0,0.0,,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,,3.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0
Med27,9.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,0.0,2.0,4.0,4.0,8.0
Med28,11.0,16.0,12.0,9.0,20.0,26.0,19.0,10.0,19.0,13.0,14.0,12.0,4.0,10.0,6.0,6.0,9.0,5.0,11.0,6.0,14.0,9.0,5.0,9.0,13.0,17.0,12.0,4.0
Med30,20.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,,3.0,,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,0.0,,2.0
Med4,3.0,1.0,1.0,8.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,1.0,6.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0
Med6,0.0,,8.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,5.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,4.0,1.0,2.0
Med7,7.0,0.0,2.0,3.0,1.0,3.0,5.0,0.0,4.0,4.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,,6.0,0.0,7.0,9.0
Med9,0.0,,0.0,4.0,10.0,2.0,4.0,5.0,12.0,1.0,1.0,1.0,0.0,1.0,6.0,2.0,3.0,1.0,3.0,3.0,,4.0,3.0,0.0,2.0,2.0,0.0,0.0
Mef2c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Mef2d,2.0,,0.0,1.0,,,,0.0,1.0,0.0,0.0,2.0,,0.0,4.0,1.0,0.0,0.0,0.0,,2.0,,0.0,0.0,0.0,,0.0,1.0
Meg3,0.0,3.0,0.0,0.0,9.0,17.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,8.0,0.0,0.0,1.0,7.0,10.0,13.0,3.0
Megf10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Megf6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Megf8,7.0,0.0,2.0,1.0,5.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0
Megf9,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meis1,0.0,0.0,0.0,0.0,0.0,,1.0,,2.0,3.0,,,0.0,,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,
Meis2,0.0,0.0,0.0,13.0,,,0.0,0.0,3.0,2.0,0.0,0.0,3.0,,0.0,,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,7.0,0.0,2.0,0.0
Meis3,4.0,0.0,2.0,2.0,0.0,,3.0,0.0,1.0,4.0,3.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,
Melk,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,1.0,3.0,,3.0,1.0,0.0,2.0,,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0
Memo1,1.0,7.0,0.0,8.0,6.0,4.0,0.0,12.0,4.0,10.0,8.0,1.0,1.0,0.0,4.0,1.0,5.0,2.0,2.0,4.0,1.0,8.0,1.0,1.0,8.0,2.0,3.0,3.0
Meox2,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
Mertk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Mesdc1,,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,2.0
Mesdc2,8.0,2.0,4.0,5.0,0.0,6.0,8.0,5.0,7.0,10.0,4.0,6.0,4.0,7.0,2.0,3.0,1.0,2.0,4.0,1.0,4.0,4.0,7.0,0.0,8.0,9.0,2.0,10.0
Mesp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Met,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0
Metap1,8.0,2.0,1.0,3.0,9.0,3.0,6.0,0.0,9.0,7.0,12.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,4.0,2.0,1.0,0.0,8.0,4.0,5.0
Metap1d,0.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,5.0,5.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,4.0,1.0,2.0
Metap2,24.0,0.0,11.0,22.0,17.0,16.0,9.0,11.0,25.0,15.0,24.0,22.0,25.0,5.0,10.0,6.0,7.0,5.0,4.0,15.0,7.0,8.0,9.0,5.0,6.0,8.0,12.0,12.0
Metrn,6.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,2.0,0.0
Metrnl,3.0,10.0,6.0,2.0,11.0,0.0,21.0,1.0,14.0,11.0,12.0,10.0,2.0,5.0,3.0,0.0,11.0,2.0,5.0,3.0,6.0,11.0,3.0,1.0,5.0,4.0,6.0,15.0
Mettl1,0.0,,2.0,,5.0,5.0,8.0,3.0,3.0,0.0,0.0,7.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,2.0
Mettl10,,0.0,,0.0,,12.0,,,,0.0,0.0,0.0,,0.0,0.0,4.0,,,0.0,,,,1.0,,0.0,,10.0,0.0
Mettl13,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0
Mettl14,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0
Mettl15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Mettl16,1.0,1.0,0.0,0.0,0.0,1.0,,,3.0,,3.0,1.0,0.0,3.0,2.0,0.0,2.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0
Mettl17,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
Mettl2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0
Mettl21a,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,1.0,,1.0,0.0
Mettl22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
Mettl3,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,1.0,0.0,,1.0,0.0,3.0,0.0,,1.0,0.0,1.0,1.0,0.0,2.0,
Mettl4,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
Mettl5,1.0,2.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
Mettl6,0.0,,4.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,2.0,,,0.0,0.0,1.0,0.0,1.0,0.0
