,SS3_MAF_Leo171129_p2_S1,SS3_MAF_Leo171129_p2_S22,SS3_MAF_Leo171129_p2_S26,SS3_MAF_Leo171129_p2_S28,SS3_MAF_Leo171129_p2_S30,SS3_MAF_Leo171129_p2_S32,SS3_MAF_Leo171129_p2_S55,SS3_MAF_Leo171129_p2_S5,SS3_MAF_Leo171129_p2_S6,SS3_MAF_Leo171129_p2_S76,SS3_MAF_Leo171129_p2_S81,SS3_MAF_Leo171129_p2_S94,SS3_MAF_Leo171129_p2_S9,SS3_MAF_leo180223_p6_A09_S9,SS3_MAF_leo180223_p6_B05_S17,SS3_MAF_leo180223_p6_A05_S5,SS3_MAF_leo180223_p6_C04_S28,SS3_MAF_leo180223_p6_D06_S42,SS3_MAF_leo180223_p6_G01_S73,SS3_MAF_leo180223_p6_G05_S77,SS3_MAF_leo180223_p4_S104,SS3_MAF_leo180223_p4_S116,SS3_MAF_leo180223_p4_S131,SS3_MAF_leo180223_p4_S139,SS3_MAF_leo180223_p4_S138,SS3_MAF_leo180223_p4_S148,SS3_MAF_leo180223_p4_S150,SS3_MAF_leo180223_p4_S151,SS3_MAF_leo180223_p4_S158,SS3_MAF_leo180223_p4_S187,SS3_MAF_leo180223_p4_S191
Ube3c,3.0,,0.0,1.0,0.0,,,0.0,,4.0,0.0,1.0,8.0,3.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,,3.0,0.0,0.0,1.0,2.0,1.0
Ube4a,7.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,2.0,1.0,0.0,,,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,,,0.0,1.0
Ube4b,4.0,,2.0,,,1.0,12.0,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0
Ubfd1,5.0,,1.0,4.0,0.0,0.0,7.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.0,1.0,0.0,0.0,8.0,0.0,
Ubiad1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,2.0,2.0,0.0,,0.0,0.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
Ubl3,8.0,4.0,1.0,1.0,0.0,2.0,10.0,8.0,4.0,4.0,2.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0
Ubl5,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,
Ubl7,9.0,,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0
Ublcp1,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0
Ubn1,0.0,1.0,0.0,0.0,0.0,,,,0.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,1.0,0.0,,0.0
Ubn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,1.0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
Ubox5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Ubp1,4.0,0.0,3.0,1.0,0.0,2.0,4.0,0.0,2.0,5.0,0.0,,3.0,1.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,2.0,1.0,8.0,2.0,,0.0
Ubqln1,3.0,9.0,6.0,3.0,0.0,6.0,10.0,1.0,19.0,3.0,0.0,3.0,21.0,,2.0,,2.0,,0.0,,0.0,5.0,5.0,1.0,9.0,4.0,1.0,9.0,2.0,5.0,1.0
Ubqln2,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ubqln4,4.0,3.0,0.0,3.0,0.0,4.0,2.0,4.0,4.0,5.0,1.0,1.0,7.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0
Ubr1,4.0,2.0,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,,0.0,13.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0
Ubr2,9.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,8.0,5.0,0.0,4.0,5.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,3.0,4.0,0.0,7.0,3.0,0.0,2.0,0.0,2.0,0.0
Ubr3,,3.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,2.0,0.0,0.0,0.0,1.0,0.0
Ubr4,6.0,0.0,3.0,0.0,0.0,0.0,9.0,3.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,,0.0,9.0,1.0,0.0
Ubr5,,6.0,1.0,0.0,0.0,3.0,0.0,0.0,,,0.0,,4.0,0.0,0.0,1.0,0.0,1.0,,0.0,,6.0,1.0,0.0,2.0,0.0,0.0,6.0,7.0,0.0,0.0
Ubr7,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Ubtd1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,1.0,,0.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Ubtd2,3.0,0.0,,0.0,,7.0,6.0,1.0,0.0,0.0,,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,7.0,2.0,
Ubtf,,1.0,4.0,0.0,1.0,3.0,2.0,4.0,4.0,15.0,0.0,2.0,6.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,0.0
Ubxn1,7.0,1.0,0.0,,0.0,0.0,9.0,16.0,0.0,12.0,7.0,,10.0,,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,,0.0,3.0,0.0,1.0,1.0,0.0,0.0
Ubxn11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
Ubxn2a,0.0,0.0,1.0,0.0,1.0,,,0.0,2.0,1.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
Ubxn2b,0.0,0.0,0.0,,0.0,6.0,1.0,0.0,7.0,0.0,0.0,0.0,4.0,,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
Ubxn4,4.0,2.0,1.0,4.0,0.0,3.0,3.0,5.0,3.0,8.0,1.0,7.0,6.0,1.0,0.0,2.0,0.0,,0.0,3.0,1.0,4.0,1.0,1.0,11.0,4.0,0.0,2.0,6.0,0.0,
Ubxn6,0.0,0.0,1.0,1.0,0.0,2.0,,0.0,1.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0
Ubxn7,0.0,0.0,,,0.0,0.0,0.0,,,,3.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,
Ubxn8,0.0,0.0,2.0,0.0,1.0,4.0,10.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,
Uchl1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0
Uchl3,8.0,2.0,1.0,1.0,1.0,5.0,8.0,2.0,6.0,9.0,5.0,14.0,13.0,2.0,2.0,4.0,1.0,8.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,6.0,2.0,9.0,6.0,3.0,1.0
Uchl4,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Uchl5,0.0,2.0,0.0,0.0,0.0,10.0,3.0,0.0,,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,13.0,1.0,2.0,5.0,4.0,0.0,6.0,5.0,0.0,0.0
Uck1,,0.0,4.0,0.0,0.0,,0.0,,10.0,1.0,0.0,,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,3.0,3.0,0.0,0.0,,0.0,0.0
Uck2,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,7.0,6.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.0,7.0,0.0,2.0,4.0,0.0,0.0
Uckl1,1.0,3.0,1.0,2.0,0.0,1.0,,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0
Ucn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ucp2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uevld,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
Ufc1,0.0,0.0,5.0,0.0,3.0,4.0,0.0,0.0,6.0,11.0,0.0,6.0,14.0,0.0,0.0,4.0,2.0,8.0,0.0,2.0,2.0,6.0,7.0,2.0,1.0,6.0,0.0,0.0,2.0,8.0,
Ufd1l,4.0,1.0,4.0,1.0,0.0,5.0,10.0,3.0,3.0,5.0,0.0,4.0,7.0,1.0,0.0,,1.0,1.0,0.0,,0.0,6.0,2.0,0.0,7.0,4.0,0.0,3.0,3.0,2.0,0.0
Ufm1,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
Ufsp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,,0.0
Ufsp2,3.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,4.0,0.0,,0.0,1.0,0.0,4.0,,5.0,0.0,5.0,6.0,3.0,7.0,2.0,,7.0,11.0,6.0,0.0
Ugdh,5.0,5.0,9.0,7.0,5.0,9.0,15.0,8.0,12.0,47.0,0.0,26.0,6.0,3.0,2.0,3.0,10.0,2.0,1.0,6.0,2.0,5.0,17.0,8.0,15.0,23.0,0.0,15.0,9.0,13.0,5.0
Uggt1,2.0,1.0,8.0,1.0,0.0,8.0,9.0,4.0,5.0,16.0,4.0,13.0,6.0,1.0,,,4.0,5.0,0.0,2.0,0.0,8.0,1.0,1.0,10.0,5.0,3.0,2.0,10.0,1.0,0.0
Uggt2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,3.0,,0.0,0.0
Ugp2,2.0,0.0,3.0,0.0,1.0,1.0,5.0,2.0,2.0,8.0,0.0,12.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,4.0,1.0,1.0,7.0,1.0,1.0,1.0
Ugt1a7c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Uhmk1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Uhrf1,2.0,1.0,1.0,0.0,0.0,2.0,2.0,,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,,1.0,0.0,,1.0
Uhrf1bp1,1.0,0.0,,1.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0
Uhrf1bp1l,,2.0,3.0,0.0,0.0,,0.0,2.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,,1.0,0.0
Uhrf2,,3.0,10.0,0.0,,2.0,11.0,1.0,3.0,3.0,0.0,,4.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0
Uimc1,,0.0,0.0,0.0,0.0,0.0,8.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,,0.0,0.0,0.0,2.0,0.0,,0.0,1.0,0.0
Ulk1,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Ulk2,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ulk3,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ulk4,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Umps,4.0,2.0,6.0,3.0,,5.0,15.0,0.0,11.0,8.0,3.0,27.0,17.0,9.0,0.0,,1.0,7.0,,2.0,0.0,9.0,0.0,0.0,7.0,16.0,0.0,0.0,11.0,0.0,
Unc119,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unc119b,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
Unc13b,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unc45a,,0.0,,1.0,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0
Unc5a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unc5b,1.0,6.0,7.0,2.0,1.0,5.0,29.0,4.0,16.0,5.0,0.0,11.0,23.0,0.0,7.0,3.0,8.0,0.0,1.0,3.0,3.0,10.0,6.0,2.0,5.0,8.0,0.0,8.0,6.0,1.0,
Unc5c,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unc93b1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unk,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0
Upb1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Upf1,,4.0,2.0,0.0,,0.0,2.0,,,0.0,,12.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,1.0,0.0,4.0,,0.0,1.0,0.0,0.0,0.0
Upf2,,0.0,2.0,2.0,0.0,4.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,,0.0
Upf3a,1.0,0.0,2.0,2.0,0.0,2.0,15.0,0.0,2.0,8.0,1.0,7.0,2.0,0.0,0.0,2.0,4.0,10.0,1.0,1.0,0.0,4.0,2.0,2.0,5.0,2.0,0.0,6.0,6.0,0.0,
Upk1a,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Upp1,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uprt,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Uqcr10,20.0,3.0,20.0,1.0,5.0,14.0,26.0,9.0,20.0,14.0,5.0,26.0,16.0,10.0,6.0,5.0,15.0,11.0,15.0,7.0,5.0,12.0,21.0,2.0,21.0,13.0,2.0,10.0,16.0,8.0,7.0
Uqcrc1,14.0,13.0,14.0,10.0,5.0,22.0,42.0,4.0,22.0,20.0,7.0,23.0,47.0,1.0,1.0,1.0,4.0,8.0,2.0,6.0,0.0,20.0,20.0,1.0,25.0,15.0,3.0,10.0,16.0,2.0,0.0
Uqcrc2,6.0,2.0,2.0,1.0,1.0,1.0,16.0,5.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,10.0,10.0,1.0,4.0,2.0,2.0,5.0,2.0,0.0,0.0
Uqcrfs1,8.0,2.0,3.0,1.0,2.0,12.0,26.0,4.0,14.0,25.0,5.0,5.0,1.0,2.0,2.0,1.0,4.0,7.0,,2.0,2.0,12.0,0.0,2.0,16.0,6.0,0.0,9.0,1.0,3.0,0.0
Urb1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Urb2,1.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
Urgcp,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
Uroc1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Urod,8.0,0.0,0.0,2.0,,7.0,0.0,6.0,,2.0,,,,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,8.0,0.0,0.0,3.0,4.0,0.0,,0.0,,0.0
Uros,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0
Usf1,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Usf2,,,,0.0,0.0,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,,
Usmg5,37.0,22.0,32.0,11.0,27.0,58.0,61.0,50.0,19.0,36.0,11.0,50.0,56.0,22.0,11.0,17.0,25.0,43.0,51.0,30.0,12.0,26.0,30.0,14.0,40.0,30.0,20.0,60.0,32.0,22.0,6.0
Uso1,1.0,,0.0,0.0,3.0,3.0,6.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0
Usp1,,,1.0,0.0,0.0,,5.0,,,,0.0,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0
Usp10,,0.0,1.0,2.0,0.0,2.0,6.0,0.0,0.0,2.0,2.0,3.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
Usp11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Usp12,0.0,0.0,,,0.0,1.0,0.0,0.0,,1.0,0.0,,0.0,1.0,0.0,0.0,,2.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,2.0,0.0,1.0,0.0
Usp13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Usp14,0.0,12.0,14.0,0.0,4.0,10.0,20.0,4.0,5.0,13.0,9.0,2.0,8.0,6.0,4.0,0.0,10.0,7.0,0.0,8.0,4.0,11.0,9.0,3.0,11.0,3.0,1.0,4.0,19.0,3.0,1.0
Usp15,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,6.0,4.0,0.0,3.0,0.0,0.0,,3.0,0.0,3.0,,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,0.0
Usp16,1.0,1.0,2.0,1.0,2.0,4.0,10.0,3.0,3.0,7.0,0.0,5.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,6.0,5.0,0.0,4.0,3.0,,7.0,4.0,0.0,0.0
Usp18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Usp19,,,,3.0,,1.0,0.0,0.0,,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,,0.0,0.0,0.0,3.0,,0.0,0.0
Usp2,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,3.0,,0.0,0.0,,1.0,0.0
Usp20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Usp21,,1.0,2.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,
Usp22,4.0,,0.0,1.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,6.0,21.0,1.0,1.0,2.0,1.0,0.0,,0.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Usp24,6.0,4.0,0.0,0.0,,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Usp25,0.0,3.0,0.0,0.0,0.0,0.0,,,4.0,7.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,,0.0,,0.0,0.0,1.0,0.0,,1.0,,1.0,1.0,0.0,
